Mean;Mean;
x;y;
[];[];
0.12761025;0.35449721;
0.12839797;0.36668251;
0.12918569;0.36869399;
0.12997341;0.36416813;
0.13076112;0.35511375;
0.13154884;0.35358165;
0.13233656;0.35284792;
0.13312428;0.3517489;
0.13391199;0.36120013;
0.13469971;0.36093647;
0.13548743;0.36798968;
0.13627515;0.35959094;
0.13706286;0.35882459;
0.13785058;0.36760323;
0.1386383;0.36221667;
0.13942602;0.35685151;
0.14021374;0.33945381;
0.14100145;0.3466979;
0.14178917;0.34944666;
0.14257689;0.3529714;
0.14336461;0.35456196;
0.14415232;0.35958791;
0.14494004;0.36358967;
0.14572776;0.36247962;
0.14651548;0.37468056;
0.14730319;0.37559034;
0.14809091;0.38187629;
0.14887863;0.37997577;
0.14966635;0.37666539;
0.15045406;0.36986297;
0.15124178;0.3496866;
0.1520295;0.33949091;
0.15281722;0.33593689;
0.15360493;0.34790662;
0.15439265;0.35946285;
0.15518037;0.36818981;
0.15596809;0.36650716;
0.15675581;0.36443854;
0.15754352;0.37374388;
0.15833124;0.36776303;
0.15911896;0.37169007;
0.15990668;0.37367091;
0.16069439;0.36620938;
0.16148211;0.37084767;
0.16226983;0.36097636;
0.16305755;0.35293782;
0.16384526;0.35352706;
0.16463298;0.35373608;
0.1654207;0.34523277;
0.16620842;0.34814552;
0.16699613;0.34648556;
0.16778385;0.34362194;
0.16857157;0.35159005;
0.16935929;0.36138854;
0.170147;0.37318192;
0.17093472;0.37444957;
0.17172244;0.36961466;
0.17251016;0.37450867;
0.17329788;0.371572;
0.17408559;0.36909883;
0.17487331;0.37966411;
0.17566103;0.37532661;
0.17644875;0.38107123;
0.17723646;0.3749206;
0.17802418;0.36412431;
0.1788119;0.35662369;
0.17959962;0.35616245;
0.18038733;0.35345725;
0.18117505;0.34148879;
0.18196277;0.33715528;
0.18275049;0.33994411;
0.1835382;0.34221793;
0.18432592;0.34170199;
0.18511364;0.34043875;
0.18590136;0.33502271;
0.18668907;0.3336672;
0.18747679;0.3401114;
0.18826451;0.34648326;
0.18905223;0.35701035;
0.18983995;0.35424307;
0.19062766;0.3617099;
0.19141538;0.36353389;
0.1922031;0.36827495;
0.19299082;0.36108902;
0.19377853;0.3621488;
0.19456625;0.36488516;
0.19535397;0.3676031;
0.19614169;0.36895653;
0.1969294;0.36940643;
0.19771712;0.36779928;
0.19850484;0.37436808;
0.19929256;0.36262769;
0.20008027;0.36166676;
0.20086799;0.36088545;
0.20165571;0.35915395;
0.20244343;0.36076576;
0.20323114;0.36522678;
0.20401886;0.36125916;
0.20480658;0.35790621;
0.2055943;0.35978325;
0.20638202;0.37027571;
0.20716973;0.3639014;
0.20795745;0.35539636;
0.20874517;0.35669856;
0.20953289;0.35932778;
0.2103206;0.36771989;
0.21110832;0.37205058;
0.21189604;0.36931892;
0.21268376;0.35789312;
0.21347147;0.35586586;
0.21425919;0.36111987;
0.21504691;0.35821983;
0.21583463;0.3555082;
0.21662234;0.36347558;
0.21741006;0.36389356;
0.21819778;0.36718067;
0.2189855;0.3623447;
0.21977321;0.36066485;
0.22056093;0.3606273;
0.22134865;0.36202297;
0.22213637;0.37587533;
0.22292408;0.37086469;
0.2237118;0.35487357;
0.22449952;0.35954496;
0.22528724;0.36277571;
0.22607496;0.37271321;
0.22686267;0.37022006;
0.22765039;0.36607187;
0.22843811;0.34984527;
0.22922583;0.33630348;
0.23001354;0.33872924;
0.23080126;0.34551545;
0.23158898;0.34170219;
0.2323767;0.33233689;
0.23316441;0.33604204;
0.23395213;0.35136582;
0.23473985;0.34688066;
0.23552757;0.3552578;
0.23631528;0.3556136;
0.237103;0.35535131;
0.23789072;0.35180287;
0.23867844;0.33666687;
0.23946615;0.33179228;
0.24025387;0.32881623;
0.24104159;0.33054365;
0.24182931;0.32659475;
0.24261703;0.3510983;
0.24340474;0.36517648;
0.24419246;0.36650997;
0.24498018;0.36061137;
0.2457679;0.35753203;
0.24655561;0.35452272;
0.24734333;0.35518894;
0.24813105;0.3627677;
0.24891877;0.36289935;
0.24970648;0.37564638;
0.2504942;0.37464692;
0.25128192;0.36544287;
0.25206964;0.35361479;
0.25285735;0.34370295;
0.25364507;0.33137131;
0.25443279;0.34029281;
0.25522051;0.35408253;
0.25600822;0.36607411;
0.25679594;0.37126446;
0.25758366;0.37477033;
0.25837138;0.36945875;
0.2591591;0.37763392;
0.25994681;0.37672342;
0.26073453;0.37959821;
0.26152225;0.37940305;
0.26230997;0.38562926;
0.26309768;0.38374338;
0.2638854;0.3828115;
0.26467312;0.37845301;
0.26546084;0.37699984;
0.26624855;0.38304744;
0.26703627;0.37986512;
0.26782399;0.37060243;
0.26861171;0.35955817;
0.26939942;0.33580821;
0.27018714;0.33011294;
0.27097486;0.3366383;
0.27176258;0.35723522;
0.27255029;0.37153155;
0.27333801;0.37646904;
0.27412573;0.38752324;
0.27491345;0.38491158;
0.27570117;0.38634408;
0.27648888;0.38360117;
0.2772766;0.38742341;
0.27806432;0.37868896;
0.27885204;0.3844818;
0.27963975;0.38699163;
0.28042747;0.39489498;
0.28121519;0.38826704;
0.28200291;0.38608179;
0.28279062;0.38856508;
0.28357834;0.37106236;
0.28436606;0.36159562;
0.28515378;0.34856652;
0.28594149;0.35932429;
0.28672921;0.37319279;
0.28751693;0.37475591;
0.28830465;0.3739837;
0.28909236;0.37182546;
0.28988008;0.37406462;
0.2906678;0.37316419;
0.29145552;0.37439122;
0.29224324;0.37830535;
0.29303095;0.38115657;
0.29381867;0.37072097;
0.29460639;0.36895791;
0.29539411;0.37332927;
0.29618182;0.37500014;
0.29696954;0.36996715;
0.29775726;0.36490977;
0.29854498;0.37084106;
0.29933269;0.38109399;
0.30012041;0.38468824;
0.30090813;0.38202795;
0.30169585;0.37392358;
0.30248356;0.36438261;
0.30327128;0.36066175;
0.304059;0.36718483;
0.30484672;0.37132939;
0.30563443;0.37437648;
0.30642215;0.37226329;
0.30720987;0.37134985;
0.30799759;0.36654009;
0.3087853;0.36232284;
0.30957302;0.36337199;
0.31036074;0.35926646;
0.31114846;0.35677601;
0.31193618;0.36165675;
0.31272389;0.36052239;
0.31351161;0.34937462;
0.31429933;0.35016604;
0.31508705;0.35693604;
0.31587476;0.35912451;
0.31666248;0.36627143;
0.3174502;0.36444822;
0.31823792;0.36090215;
0.31902563;0.36035841;
0.31981335;0.36669665;
0.32060107;0.37047225;
0.32138879;0.36527886;
0.3221765;0.37149085;
0.32296422;0.37262073;
0.32375194;0.3725361;
0.32453966;0.37323938;
0.32532737;0.36741718;
0.32611509;0.37867292;
0.32690281;0.36827312;
0.32769053;0.3659288;
0.32847825;0.36702427;
0.32926596;0.36820807;
0.33005368;0.36916124;
0.3308414;0.35843629;
0.33162912;0.34935729;
0.33241683;0.34869235;
0.33320455;0.36631131;
0.33399227;0.37206666;
0.33477999;0.38140284;
0.3355677;0.37809223;
0.33635542;0.36888139;
0.33714314;0.36716881;
0.33793086;0.36388757;
0.33871857;0.37293188;
0.33950629;0.37718108;
0.34029401;0.38444103;
0.34108173;0.37108201;
0.34186944;0.37148822;
0.34265716;0.37151286;
0.34344488;0.37528033;
0.3442326;0.37787309;
0.34502032;0.37962076;
0.34580803;0.38240938;
0.34659575;0.3827075;
0.34738347;0.37826391;
0.34817119;0.3790077;
0.3489589;0.38255811;
0.34974662;0.38481328;
0.35053434;0.37594202;
0.35132206;0.37005474;
0.35210977;0.37404303;
0.35289749;0.38130199;
0.35368521;0.3836285;
0.35447293;0.38512645;
0.35526064;0.38021167;
0.35604836;0.36164797;
0.35683608;0.36099681;
0.3576238;0.35490571;
0.35841151;0.35617161;
0.35919923;0.36605365;
0.35998695;0.36208515;
0.36077467;0.36337963;
0.36156239;0.37415876;
0.3623501;0.37954362;
0.36313782;0.38341106;
0.36392554;0.38575987;
0.36471326;0.3793093;
0.36550097;0.37056217;
0.36628869;0.37332036;
0.36707641;0.35906939;
0.36786413;0.36001468;
0.36865184;0.36648344;
0.36943956;0.36331151;
0.37022728;0.36588402;
0.371015;0.37218131;
0.37180271;0.38342961;
0.37259043;0.38483032;
0.37337815;0.38010068;
0.37416587;0.37614746;
0.37495358;0.38269636;
0.3757413;0.37736847;
0.37652902;0.37313614;
0.37731674;0.37448707;
0.37810446;0.3789322;
0.37889217;0.38647782;
0.37967989;0.38189739;
0.38046761;0.39028075;
0.38125533;0.37907109;
0.38204304;0.3695948;
0.38283076;0.37255633;
0.38361848;0.38401641;
0.3844062;0.3908331;
0.38519391;0.37782878;
0.38598163;0.36293857;
0.38676935;0.36976025;
0.38755707;0.35356858;
0.38834478;0.35327878;
0.3891325;0.36133105;
0.38992022;0.35667016;
0.39070794;0.36381989;
0.39149565;0.36208692;
0.39228337;0.3678084;
0.39307109;0.36142105;
0.39385881;0.36746881;
0.39464652;0.36513772;
0.39543424;0.35515635;
0.39622196;0.35335237;
0.39700968;0.34973351;
0.3977974;0.36089799;
0.39858511;0.36393689;
0.39937283;0.35761773;
0.40016055;0.33595746;
0.40094827;0.33940693;
0.40173598;0.34633338;
0.4025237;0.33310754;
0.40331142;0.29890323;
0.40409914;0.28961971;
0.40488685;0.33316928;
0.40567457;0.35897551;
0.40646229;0.36994254;
0.40725001;0.36631173;
0.40803772;0.35772105;
0.40882544;0.36094279;
0.40961316;0.35444367;
0.41040088;0.35333595;
0.41118859;0.36159346;
0.41197631;0.35449211;
0.41276403;0.32836602;
0.41355175;0.32863214;
0.41433947;0.3442287;
0.41512718;0.35276671;
0.4159149;0.36213137;
0.41670262;0.362665;
0.41749034;0.35025522;
0.41827805;0.34700174;
0.41906577;0.3521855;
0.41985349;0.36203061;
0.42064121;0.36521763;
0.42142892;0.36935591;
0.42221664;0.37850764;
0.42300436;0.36853579;
0.42379208;0.35769495;
0.42457979;0.34918561;
0.42536751;0.34111245;
0.42615523;0.34929215;
0.42694295;0.35014002;
0.42773066;0.34745948;
0.42851838;0.34991033;
0.4293061;0.35808793;
0.43009382;0.36458533;
0.43088154;0.36917484;
0.43166925;0.36426087;
0.43245697;0.36375259;
0.43324469;0.36159404;
0.43403241;0.33271665;
0.43482012;0.30828104;
0.43560784;0.32695124;
0.43639556;0.34822738;
0.43718328;0.34830565;
0.43797099;0.34402699;
0.43875871;0.34735688;
0.43954643;0.35366305;
0.44033415;0.36216052;
0.44112186;0.36752426;
0.44190958;0.36603353;
0.4426973;0.36704879;
0.44348502;0.37415631;
0.44427273;0.36993545;
0.44506045;0.35942578;
0.44584817;0.3581904;
0.44663589;0.36444182;
0.44742361;0.36411405;
0.44821132;0.36172917;
0.44899904;0.35479881;
0.44978676;0.34790591;
0.45057448;0.33862955;
0.45136219;0.34494643;
0.45214991;0.35328937;
0.45293763;0.3591406;
0.45372535;0.36992492;
0.45451306;0.36414825;
0.45530078;0.36280164;
0.4560885;0.36051563;
0.45687622;0.36438195;
0.45766393;0.36083533;
0.45845165;0.3534716;
0.45923937;0.3529329;
0.46002709;0.35726128;
0.4608148;0.36106202;
0.46160252;0.34437235;
0.46239024;0.34276527;
0.46317796;0.34298461;
0.46396568;0.35248691;
0.46475339;0.35104873;
0.46554111;0.35072164;
0.46632883;0.33614557;
0.46711655;0.31303177;
0.46790426;0.30463024;
0.46869198;0.31800276;
0.4694797;0.34647641;
0.47026742;0.3468372;
0.47105513;0.34527676;
0.47184285;0.34655086;
0.47263057;0.36160745;
0.47341829;0.35518446;
0.474206;0.34760481;
0.47499372;0.35507332;
0.47578144;0.34364398;
0.47656916;0.33005729;
0.47735687;0.34726344;
0.47814459;0.35351124;
0.47893231;0.35273886;
0.47972003;0.35953488;
0.48050774;0.35155266;
0.48129546;0.35139636;
0.48208318;0.35556323;
0.4828709;0.35408493;
0.48365862;0.35482639;
0.48444633;0.35601816;
0.48523405;0.35343759;
0.48602177;0.3556785;
0.48680949;0.3387463;
0.4875972;0.33006073;
0.48838492;0.32485006;
0.48917264;0.3061355;
0.48996036;0.27436382;
0.49074807;0.19750661;
0.49153579;0.14541373;
0.49232351;0.17156527;
0.49311123;0.22593421;
0.49389894;0.28802939;
0.49468666;0.32580427;
0.49547438;0.33787627;
0.4962621;0.34220964;
0.49704981;0.34664919;
0.49783753;0.33168344;
0.49862525;0.31914797;
0.49941297;0.32285281;
0.50020069;0.3417192;
0.5009884;0.34310613;
0.50177612;0.33892803;
0.50256384;0.34215638;
0.50335156;0.33493501;
0.50413927;0.30832287;
0.50492699;0.24822118;
0.50571471;0.17849271;
0.50650243;0.16314422;
0.50729014;0.20245413;
0.50807786;0.2744713;
0.50886558;0.32359557;
0.5096533;0.33260718;
0.51044101;0.33583717;
0.51122873;0.3439233;
0.51201645;0.34001111;
0.51280417;0.34326456;
0.51359188;0.31871691;
0.5143796;0.29342972;
0.51516732;0.3079453;
0.51595504;0.32985168;
0.51674276;0.34710595;
0.51753047;0.34067275;
0.51831819;0.3292237;
0.51910591;0.33774192;
0.51989363;0.34402461;
0.52068134;0.34437734;
0.52146906;0.34566522;
0.52225678;0.34394083;
0.5230445;0.34733691;
0.52383221;0.33222486;
0.52461993;0.3386322;
0.52540765;0.34455079;
0.52619537;0.3459747;
0.52698308;0.34941737;
0.5277708;0.33898626;
0.52855852;0.33837913;
0.52934624;0.33436212;
0.53013395;0.32806854;
0.53092167;0.33484297;
0.53170939;0.34754394;
0.53249711;0.3277748;
0.53328483;0.32884427;
0.53407254;0.33602841;
0.53486026;0.33935029;
0.53564798;0.34024981;
0.5364357;0.34441536;
0.53722341;0.33895712;
0.53801113;0.34951079;
0.53879885;0.35373129;
0.53958657;0.34300605;
0.54037428;0.32455925;
0.541162;0.33919561;
0.54194972;0.35053414;
0.54273744;0.35233163;
0.54352515;0.35457824;
0.54431287;0.35559329;
0.54510059;0.35552752;
0.54588831;0.34217357;
0.54667602;0.3428217;
0.54746374;0.34951375;
0.54825146;0.34794194;
0.54903918;0.32595543;
0.5498269;0.30558645;
0.55061461;0.31813908;
0.55140233;0.3415335;
0.55219005;0.35439686;
0.55297777;0.34212527;
0.55376548;0.3289513;
0.5545532;0.32662124;
0.55534092;0.31612128;
0.55612864;0.32016903;
0.55691635;0.33229464;
0.55770407;0.34478263;
0.55849179;0.34852361;
0.55927951;0.35460164;
0.56006722;0.34475893;
0.56085494;0.32138669;
0.56164266;0.31882795;
0.56243038;0.34104116;
0.56321809;0.35610819;
0.56400581;0.3520501;
0.56479353;0.34200163;
0.56558125;0.34468688;
0.56636896;0.34714238;
0.56715668;0.35228603;
0.5679444;0.35345721;
0.56873212;0.34337953;
0.56951984;0.31363255;
0.57030755;0.29350414;
0.57109527;0.32538798;
0.57188299;0.34024401;
0.57267071;0.34302157;
0.57345842;0.35241948;
0.57424614;0.34053199;
0.57503386;0.34462151;
0.57582158;0.33851934;
0.57660929;0.33453992;
0.57739701;0.33120001;
0.57818473;0.34293792;
0.57897245;0.33940823;
0.57976016;0.34407918;
0.58054788;0.35038064;
0.5813356;0.33998491;
0.58212332;0.34911183;
0.58291103;0.34302252;
0.58369875;0.34008918;
0.58448647;0.3408662;
0.58527419;0.35268993;
0.58606191;0.35265571;
0.58684962;0.34847277;
0.58763734;0.34035826;
0.58842506;0.33467457;
0.58921278;0.32669061;
0.59000049;0.32747642;
0.59078821;0.34569741;
0.59157593;0.35201768;
0.59236365;0.35721141;
0.59315136;0.35873195;
0.59393908;0.35647003;
0.5947268;0.35310671;
0.59551452;0.3539959;
0.59630223;0.35176328;
0.59708995;0.35281367;
0.59787767;0.35038751;
0.59866539;0.35693889;
0.5994531;0.33688899;
0.60024082;0.31635167;
0.60102854;0.311758;
0.60181626;0.32242616;
0.60260398;0.33206245;
0.60339169;0.34398794;
0.60417941;0.34881254;
0.60496713;0.3513497;
0.60575485;0.34284171;
0.60654256;0.33799116;
0.60733028;0.33821448;
0.608118;0.31806736;
0.60890572;0.32634968;
0.60969343;0.36108734;
0.61048115;0.36167329;
0.61126887;0.35948878;
0.61205659;0.36252082;
0.6128443;0.35923741;
0.61363202;0.34527203;
0.61441974;0.34256155;
0.61520746;0.31221692;
0.61599517;0.32664585;
0.61678289;0.34242002;
0.61757061;0.32722789;
0.61835833;0.31686328;
0.61914605;0.34157957;
0.61993376;0.35489045;
0.62072148;0.35313424;
0.6215092;0.35269466;
0.62229692;0.34254154;
0.62308463;0.34424226;
0.62387235;0.35023278;
0.62466007;0.32550117;
0.62544779;0.31671751;
0.6262355;0.35361157;
0.62702322;0.36150379;
0.62781094;0.36008675;
0.62859866;0.36480598;
0.62938637;0.36002817;
0.63017409;0.35869224;
0.63096181;0.35317105;
0.63174953;0.35480009;
0.63253724;0.35710361;
0.63332496;0.34197901;
0.63411268;0.34403492;
0.6349004;0.33921577;
0.63568812;0.32846255;
0.63647583;0.30724196;
0.63726355;0.31277707;
0.63805127;0.33905784;
0.63883899;0.34923257;
0.6396267;0.34803116;
0.64041442;0.34222678;
0.64120214;0.34713392;
0.64198986;0.33856296;
0.64277757;0.35022727;
0.64356529;0.35250269;
0.64435301;0.3423329;
0.64514073;0.32339215;
0.64592844;0.30858258;
0.64671616;0.32888252;
0.64750388;0.35760262;
0.6482916;0.36062443;
0.64907931;0.34819487;
0.64986703;0.34908685;
0.65065475;0.32782306;
0.65144247;0.32263666;
0.65223018;0.34167554;
0.6530179;0.33838322;
0.65380562;0.31930786;
0.65459334;0.28741014;
0.65538106;0.30590068;
0.65616877;0.33416846;
0.65695649;0.33906922;
0.65774421;0.34159536;
0.65853193;0.32637345;
0.65931964;0.3378164;
0.66010736;0.34655827;
0.66089508;0.34145679;
0.6616828;0.34436308;
0.66247051;0.3461972;
0.66325823;0.35972129;
0.66404595;0.35944;
0.66483367;0.35485106;
0.66562138;0.35770838;
0.6664091;0.35047099;
0.66719682;0.34524534;
0.66798454;0.34763823;
0.66877225;0.35245686;
0.66955997;0.34406953;
0.67034769;0.34141382;
0.67113541;0.33632034;
0.67192313;0.35201162;
0.67271084;0.35038705;
0.67349856;0.35152127;
0.67428628;0.35051505;
0.675074;0.35305363;
0.67586171;0.33830435;
0.67664943;0.32671667;
0.67743715;0.32235831;
0.67822487;0.34051818;
0.67901258;0.34555744;
0.6798003;0.35791115;
0.68058802;0.34986489;
0.68137574;0.34511208;
0.68216345;0.34364254;
0.68295117;0.35353911;
0.68373889;0.35832762;
0.68452661;0.34186261;
0.68531432;0.34536094;
0.68610204;0.35427037;
0.68688976;0.35352387;
0.68767748;0.36437787;
0.6884652;0.36074457;
0.68925291;0.35713415;
0.69004063;0.35580881;
0.69082835;0.34679246;
0.69161607;0.34597281;
0.69240378;0.35047153;
0.6931915;0.35758157;
0.69397922;0.3603529;
0.69476694;0.35766064;
0.69555465;0.35095983;
0.69634237;0.35249755;
0.69713009;0.35008634;
0.69791781;0.35312611;
0.69870552;0.34594641;
0.69949324;0.35700798;
0.70028096;0.34254924;
0.70106868;0.33559565;
0.70185639;0.33827929;
0.70264411;0.35512352;
0.70343183;0.33815223;
0.70421955;0.33896626;
0.70500727;0.33389363;
0.70579498;0.34749881;
0.7065827;0.35185929;
0.70737042;0.34247269;
0.70815814;0.32114453;
0.70894585;0.3243676;
0.70973357;0.34189497;
0.71052129;0.3467685;
0.71130901;0.34588905;
0.71209672;0.35377356;
0.71288444;0.34892047;
0.71367216;0.34405747;
0.71445988;0.33712321;
0.71524759;0.35099405;
0.71603531;0.35562995;
0.71682303;0.34917627;
0.71761075;0.33986103;
0.71839846;0.34105624;
0.71918618;0.345012;
0.7199739;0.34246009;
0.72076162;0.32731806;
0.72154934;0.31844375;
0.72233705;0.31957781;
0.72312477;0.31341419;
0.72391249;0.31442885;
0.72470021;0.33998175;
0.72548792;0.34585123;
0.72627564;0.35939192;
0.72706336;0.35853132;
0.72785108;0.35975387;
0.72863879;0.35603513;
0.72942651;0.33744369;
0.73021423;0.34552508;
0.73100195;0.35949725;
0.73178966;0.35429076;
0.73257738;0.35477041;
0.7333651;0.35496985;
0.73415282;0.34486052;
0.73494053;0.33874902;
0.73572825;0.34633986;
0.73651597;0.35839875;
0.73730369;0.35806773;
0.7380914;0.34798953;
0.73887912;0.35059217;
0.73966684;0.35363279;
0.74045456;0.34803359;
0.74124228;0.3448927;
0.74202999;0.34351677;
0.74281771;0.35914989;
0.74360543;0.37636501;
0.74439315;0.36367453;
0.74518086;0.36475363;
0.74596858;0.35941143;
0.7467563;0.35986889;
0.74754402;0.36554353;
0.74833173;0.37740462;
0.74911945;0.36901739;
0.74990717;0.35731632;
0.75069489;0.35354137;
0.7514826;0.34983708;
0.75227032;0.35605481;
0.75305804;0.3551638;
0.75384576;0.35322475;
0.75463347;0.35703629;
0.75542119;0.34590815;
0.75620891;0.35240745;
0.75699663;0.352902;
0.75778435;0.35860151;
0.75857206;0.36046055;
0.75935978;0.34526166;
0.7601475;0.34324742;
0.76093522;0.34101828;
0.76172293;0.34529806;
0.76251065;0.34607607;
0.76329837;0.34819939;
0.76408609;0.34424965;
0.7648738;0.34980414;
0.76566152;0.35607265;
0.76644924;0.3481282;
0.76723696;0.33687601;
0.76802467;0.33092027;
0.76881239;0.33227863;
0.76960011;0.3383793;
0.77038783;0.35040385;
0.77117554;0.35987729;
0.77196326;0.3628605;
0.77275098;0.3601283;
0.7735387;0.3632428;
0.77432642;0.34266515;
0.77511413;0.34261058;
0.77590185;0.35051923;
0.77668957;0.350487;
0.77747729;0.34095818;
0.778265;0.33964838;
0.77905272;0.33683343;
0.77984044;0.33031082;
0.78062816;0.33121719;
0.78141587;0.33651202;
0.78220359;0.32454491;
0.78299131;0.33315311;
0.78377903;0.33897655;
0.78456674;0.34784734;
0.78535446;0.35761406;
0.78614218;0.35805944;
0.7869299;0.36203747;
0.78771761;0.3609561;
0.78850533;0.35397596;
0.78929305;0.35085087;
0.79008077;0.36070551;
0.79086849;0.35090767;
0.7916562;0.338281;
0.79244392;0.33663175;
0.79323164;0.34142058;
0.79401936;0.33063759;
0.79480707;0.32762862;
0.79559479;0.33781911;
0.79638251;0.344705;
0.79717023;0.35728088;
0.79795794;0.36112017;
0.79874566;0.36165521;
0.79953338;0.36041942;
0.8003211;0.36169211;
0.80110881;0.36338288;
0.80189653;0.35809167;
0.80268425;0.33337873;
0.80347197;0.32421543;
0.80425968;0.34252202;
0.8050474;0.35410421;
0.80583512;0.34754484;
0.80662284;0.35397884;
0.80741056;0.34034467;
0.80819827;0.35336818;
0.80898599;0.36873554;
0.80977371;0.36659202;
0.81056143;0.35159298;
0.81134914;0.33388005;
0.81213686;0.34728542;
0.81292458;0.36883875;
0.8137123;0.36639245;
0.81450001;0.35051249;
0.81528773;0.33986243;
0.81607545;0.34515319;
0.81686317;0.35665463;
0.81765088;0.36381561;
0.8184386;0.3676774;
0.81922632;0.34367153;
0.82001404;0.34973342;
0.82080175;0.33817163;
0.82158947;0.34751552;
0.82237719;0.35954605;
0.82316491;0.36933737;
0.82395262;0.36533739;
0.82474034;0.36099947;
0.82552806;0.35823187;
0.82631578;0.35646981;
0.8271035;0.36507888;
0.82789121;0.35165329;
0.82867893;0.35404513;
0.82946665;0.35192855;
0.83025437;0.3541012;
0.83104208;0.36203692;
0.8318298;0.36409101;
0.83261752;0.36263904;
0.83340524;0.3725299;
0.83419295;0.36356221;
0.83498067;0.36738185;
0.83576839;0.35884464;
0.83655611;0.36024645;
0.83734382;0.36398284;
0.83813154;0.35902478;
0.83891926;0.34930502;
0.83970698;0.33867506;
0.84049469;0.3314469;
0.84128241;0.35093184;
0.84207013;0.35726031;
0.84285785;0.36538237;
0.84364557;0.37362445;
0.84443328;0.36683489;
