576,009644;784;
576,059387;2128;
576,109131;2039;
576,158875;2225;
576,208618;2016;
576,258423;2079;
576,308167;2085;
576,357910;2095;
576,407654;2093;
576,457397;2132;
576,507202;2136;
576,556946;2122;
576,606689;2095;
576,656433;2162;
576,706177;2136;
576,755981;2078;
576,805725;2132;
576,855469;2167;
576,905212;2164;
576,955017;2101;
577,004761;2056;
577,054504;2092;
577,104248;2110;
577,153992;2115;
577,203796;2146;
577,253540;2073;
577,303284;2072;
577,353027;2059;
577,402832;2081;
577,452576;2180;
577,502319;2069;
577,552063;2072;
577,601807;2106;
577,651611;2025;
577,701355;2046;
577,751099;2122;
577,800842;2141;
577,850586;2080;
577,900391;2053;
577,950134;2185;
577,999878;2136;
578,049622;2145;
578,099365;1991;
578,149170;2080;
578,198914;2149;
578,248657;2100;
578,298401;2269;
578,348206;2083;
578,397949;2175;
578,447693;1978;
578,497437;2115;
578,547180;2094;
578,596985;2104;
578,646729;1921;
578,696472;2024;
578,746216;2260;
578,796021;2146;
578,845764;2122;
578,895508;2095;
578,945251;2137;
578,994995;2089;
579,044800;2170;
579,094543;2213;
579,144287;2128;
579,194031;2081;
579,243774;2039;
579,293579;2086;
579,343323;2099;
579,393066;2203;
579,442810;2136;
579,492554;2118;
579,542358;2000;
579,592102;1989;
579,641846;2063;
579,691589;2207;
579,741394;2185;
579,791138;2075;
579,840881;2055;
579,890625;1872;
579,940369;2108;
579,990173;2111;
580,039917;2248;
580,089661;2096;
580,139404;2116;
580,189209;2067;
580,238953;2121;
580,288696;2129;
580,338440;2084;
580,388184;2151;
580,437988;2082;
580,487732;2012;
580,537476;2090;
580,587219;1974;
580,636963;2034;
580,686768;2052;
580,736511;1868;
580,786255;1666;
580,835999;1726;
580,885742;1885;
580,935547;2154;
580,985291;2108;
581,035034;2034;
581,084778;2135;
581,134583;2045;
581,184326;2089;
581,234070;1901;
581,283813;1951;
581,333557;2085;
581,383362;2146;
581,433105;2169;
581,482849;2206;
581,532593;2180;
581,582397;2116;
581,632141;2068;
581,681885;2097;
581,731628;2048;
581,781372;2068;
581,831177;2067;
581,880920;1953;
581,930664;1986;
581,980408;2121;
582,030151;2189;
582,079956;2008;
582,129700;1990;
582,179443;2154;
582,229187;2147;
582,278931;2115;
582,328735;2053;
582,378479;2024;
582,428223;2066;
582,477966;2132;
582,527771;2093;
582,577515;1981;
582,627258;2165;
582,677002;2060;
582,726746;2107;
582,776550;2050;
582,826294;2006;
582,876038;1991;
582,925781;2086;
582,975586;2060;
583,025330;1956;
583,075073;2137;
583,124817;2114;
583,174561;2092;
583,224365;2115;
583,274109;2187;
583,323853;2160;
583,373596;1973;
583,423340;1993;
583,473145;2035;
583,522888;2099;
583,572632;2006;
583,622375;2107;
583,672119;2099;
583,721924;2180;
583,771667;2163;
583,821411;2085;
583,871155;2015;
583,920959;2196;
583,970703;2079;
584,020447;2131;
584,070190;2169;
584,119934;1992;
584,169739;2077;
584,219482;2042;
584,269226;2132;
584,318970;2099;
584,368774;1946;
584,418518;2151;
584,468262;2170;
584,518005;2052;
584,567749;1991;
584,617554;2095;
584,667297;2164;
584,717041;2285;
584,766785;2144;
584,816528;2147;
584,866333;2173;
584,916077;2137;
584,965820;2049;
585,015564;2125;
585,065308;2098;
585,115112;2122;
585,164856;2215;
585,214600;2131;
585,264343;2056;
585,314148;2096;
585,363892;2146;
585,413635;2116;
585,463379;2113;
585,513123;2141;
585,562927;2019;
585,612671;2136;
585,662415;1884;
585,712158;2133;
585,761963;2161;
585,811707;2185;
585,861450;2073;
585,911194;2231;
585,960938;2127;
586,010742;2071;
586,060486;2082;
586,110229;2053;
586,159973;2038;
586,209717;1965;
586,259521;1972;
586,309265;2073;
586,359009;2049;
586,408752;2032;
586,458496;2041;
586,508301;2098;
586,558044;2089;
586,607788;2144;
586,657532;2153;
586,707336;2229;
586,757080;1940;
586,806824;1974;
586,856567;2058;
586,906311;2051;
586,956116;2045;
587,005859;2073;
587,055603;2067;
587,105347;2060;
587,155151;2144;
587,204895;2086;
587,254639;2145;
587,304382;2140;
587,354126;2061;
587,403931;1924;
587,453674;2068;
587,503418;2139;
587,553162;2133;
587,602905;2072;
587,652710;2114;
587,702454;2150;
587,752197;2133;
587,801941;2077;
587,851685;2118;
587,901489;1933;
587,951233;2042;
588,000977;1927;
588,050720;1812;
588,100525;1843;
588,150269;1725;
588,200012;1248;
588,249756;1592;
588,299500;1952;
588,349304;1968;
588,399048;1911;
588,448792;2002;
588,498535;2036;
588,548340;2073;
588,598083;1966;
588,647827;1899;
588,697571;2080;
588,747314;2132;
588,797119;2127;
588,846863;1890;
588,896606;1660;
588,946350;1943;
588,996094;1913;
589,045898;2038;
589,095642;2036;
589,145386;2061;
589,195129;2080;
589,244873;2034;
589,294678;2096;
589,344421;1943;
589,394165;2025;
589,443909;2044;
589,493713;1743;
589,543457;1486;
589,593201;1461;
589,642944;1845;
589,692688;1953;
589,742493;1782;
589,792236;1854;
589,841980;1967;
589,891724;2114;
589,941528;1951;
589,991272;2016;
590,041016;2142;
590,090759;2167;
590,140503;2169;
590,190308;1990;
590,240051;1867;
590,289795;1934;
590,339539;2040;
590,389282;1829;
590,439087;2039;
590,488831;2112;
590,538574;2052;
590,588318;2065;
590,638062;2045;
590,687866;2046;
590,737610;1969;
590,787354;2057;
590,837097;2052;
590,886902;1986;
590,936646;2043;
590,986389;2060;
591,036133;1959;
591,085876;1912;
591,135681;2103;
591,185425;2205;
591,235168;2189;
591,284912;2195;
591,334717;2124;
591,384460;1936;
591,434204;1949;
591,483948;2033;
591,533691;2086;
591,583496;2079;
591,633240;2122;
591,682983;2132;
591,732727;2031;
591,782471;1976;
591,832275;1921;
591,882019;1992;
591,931763;2060;
591,981506;1974;
592,031250;1877;
592,081055;2044;
592,130798;1967;
592,180542;1952;
592,230286;2083;
592,280090;2110;
592,329834;2007;
592,379578;2006;
592,429321;1958;
592,479065;1981;
592,528870;2134;
592,578613;2143;
592,628357;2115;
592,678101;2153;
592,727905;2050;
592,777649;2107;
592,827393;2054;
592,877136;2125;
592,926880;2067;
592,976685;2020;
593,026428;2048;
593,076172;2017;
593,125916;2003;
593,175659;2076;
593,225464;2173;
593,275208;2072;
593,324951;2037;
593,374695;2034;
593,424438;2129;
593,474243;2024;
593,523987;1963;
593,573730;2084;
593,623474;2202;
593,673279;2031;
593,723022;1936;
593,772766;1788;
593,822510;1730;
593,872253;1916;
593,922058;1992;
593,971802;2001;
594,021545;2073;
594,071289;2037;
594,121094;1976;
594,170837;2067;
594,220581;2022;
594,270325;1915;
594,320068;2008;
594,369873;2065;
594,419617;2128;
594,469360;2158;
594,519104;1950;
594,568848;1888;
594,618652;2042;
594,668396;2025;
594,718140;2094;
594,767883;2233;
594,817627;2022;
594,867432;2102;
594,917175;2077;
594,966919;1937;
595,016663;1940;
595,066467;1952;
595,116211;2164;
595,165955;2022;
595,215698;2135;
595,265442;2083;
595,315247;2002;
595,364990;2047;
595,414734;1977;
595,464478;1901;
595,514282;2076;
595,564026;2051;
595,613770;1943;
595,663513;1990;
595,713257;2011;
595,763062;1999;
595,812805;1975;
595,862549;2066;
595,912292;2013;
595,962036;1970;
596,011841;2111;
596,061584;2094;
596,111328;2079;
596,161072;2075;
596,210815;1971;
596,260620;2015;
596,310364;2056;
596,360107;1882;
596,409851;1966;
596,459656;1978;
596,509399;1973;
596,559143;2127;
596,608887;2038;
596,658630;1962;
596,708435;2015;
596,758179;2117;
596,807922;2192;
596,857666;2049;
596,907471;1894;
596,957214;1996;
597,006958;1958;
597,056702;1913;
597,106445;1945;
597,156250;2090;
597,205994;2005;
597,255737;2036;
597,305481;2013;
597,355225;1891;
597,405029;1933;
597,454773;1928;
597,504517;1833;
597,554260;1891;
597,604004;1978;
597,653809;2036;
597,703552;2042;
597,753296;2003;
597,803040;1933;
597,852844;1957;
597,902588;2029;
597,952332;1948;
598,002075;1999;
598,051819;2060;
598,101624;1901;
598,151367;1948;
598,201111;1974;
598,250854;1998;
598,300659;2134;
598,350403;1973;
598,400146;2004;
598,449890;1980;
598,499634;1892;
598,549438;1869;
598,599182;2029;
598,648926;1946;
598,698669;1966;
598,748413;1976;
598,798218;2053;
598,847961;2033;
598,897705;2025;
598,947449;2000;
598,997192;1977;
599,046997;2074;
599,096741;1996;
599,146484;1897;
599,196228;1927;
599,246033;1913;
599,295776;1977;
599,345520;1948;
599,395264;1916;
599,445007;2043;
599,494812;2076;
599,544556;2014;
599,594299;1969;
599,644043;1996;
599,693848;1979;
599,743591;1888;
599,793335;1928;
599,843079;2093;
599,892822;2050;
599,942627;1989;
599,992371;1898;
600,042114;1966;
600,091858;1923;
600,141602;1911;
600,191406;1872;
600,241150;1869;
600,290894;1927;
600,340637;1970;
600,390381;1844;
600,440186;1872;
600,489929;1993;
600,539673;1938;
600,589417;1921;
600,639221;2005;
600,688965;1991;
600,738708;1976;
600,788452;1941;
600,838196;1934;
600,888000;1982;
600,937744;2042;
600,987488;1878;
601,037231;1868;
601,087036;1955;
601,136780;1940;
601,186523;1907;
601,236267;1912;
601,286011;1977;
601,335815;2046;
601,385559;1979;
601,435303;1908;
601,485046;1991;
601,534790;1944;
601,584595;1871;
601,634338;1973;
601,684082;2029;
601,733826;1802;
601,783569;1730;
601,833374;1906;
601,883118;1959;
601,932861;1798;
601,982605;1834;
602,032410;1893;
602,082153;2021;
602,131897;2089;
602,181641;2015;
602,231384;1981;
602,281189;2038;
602,330933;1945;
602,380676;1973;
602,430420;1957;
602,480225;1964;
602,529968;1931;
602,579712;1935;
602,629456;1935;
602,679199;1792;
602,729004;1809;
602,778748;1806;
602,828491;1842;
602,878235;1924;
602,927979;2041;
602,977783;2022;
603,027527;1969;
603,077271;1933;
603,127014;1959;
603,176758;1926;
603,226563;1894;
